Output format is unaligned.
Field separator is "	".
Null display is "NULL".
=== Q1 mi_themes history: crypto + AI lineages ===
theme_date	name	source	stage	score	rs_avg	days_active	consecutive_accelerating	parent_theme	tickers	descr
2026-08-04	AI Data Center Infrastructure Buildout	shadow_promoted	Retired	54.3	54.300000000000004	1	0	Cloud Data Storage & Analytics Infrastructure	BTDR,AMRC,BLZE	All three are directly benefiting from explosive AI data center demand: Bitdeer signed a $4.7B 16-year data center lease, Ameresco reported $1.2B of its record $1.8B new project awards driven by data center energy projec
2026-08-05	AI Data Center Infrastructure Buildout	shadow_promoted	Nascent	46.8	46.833333333333336	2	0	NULL	BTDR,AMRC,BLZE	All three are directly benefiting from explosive AI data center demand: Bitdeer signed a $4.7B 16-year data center lease, Ameresco reported $1.2B of its record $1.8B new project awards driven by data center energy projec
2026-08-06	AI Data Center Infrastructure Buildout	live	Retired	0.0	NULL	3	0	Cloud Data Storage & Analytics Infrastructure		Auto-retired 2026-08-06: absorbed/superseded by 'Cloud Data Storage & Analytics Infrastructure' (prior stage Nascent, 3 tickers).
2026-07-20	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	11.6	NULL	3	0	NULL	HUT,CIFR	CIFR, CORZ, HUT, IREN, and WULF are all pure-play Bitcoin miners with correlated price action (corr 0.84) tied directly to Bitcoin price levels and mining economics. While currently at low RS levels, this cluster moves a
2026-07-21	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	9.3	NULL	3	0	NULL	HUT,CIFR	CIFR, CORZ, HUT, IREN, and WULF are all pure-play Bitcoin miners with correlated price action (corr 0.84) tied directly to Bitcoin price levels and mining economics. While currently at low RS levels, this cluster moves a
2026-07-22	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	77.2	94.5	3	0	NULL	CIFR,HUT	HUT is being driven higher by its announcement of a second 15-year, $9.8 billion AI data center lease at its Beacon Point campus in Texas, which fully commercializes the 1 GW site and doubles contracted IT capacity. That
2026-07-23	Bitcoin Mining & Crypto Infrastructure Operators	live	Accelerating	79.0	97.9	4	1	NULL	CIFR,HUT	CIFR and HUT are being driven higher this week primarily by a sector-wide re-rating of Bitcoin miners pivoting to AI/HPC data center infrastructure after Hut 8’s new $9.8 billion Beacon Point lease and IREN’s multi-year 
2026-07-24	Bitcoin Mining & Crypto Infrastructure Operators	live	Accelerating	76.8	93.5	5	2	NULL	CIFR,HUT	CIFR is moving higher mostly on a sector sympathy rally, not company-specific news, after Hut 8 landed a second $9.8 billion AI data-center lease and IREN raised its AI/cloud revenue outlook. That reinforced the market’s
2026-07-27	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	61.4	NULL	5	0	NULL	CIFR,HUT	CIFR is moving higher mostly on a sector sympathy rally, not company-specific news, after Hut 8 landed a second $9.8 billion AI data-center lease and IREN raised its AI/cloud revenue outlook. That reinforced the market’s
2026-07-28	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	49.2	NULL	5	0	NULL	CIFR,HUT	CIFR is moving higher mostly on a sector sympathy rally, not company-specific news, after Hut 8 landed a second $9.8 billion AI data-center lease and IREN raised its AI/cloud revenue outlook. That reinforced the market’s
2026-07-29	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	39.3	NULL	5	0	NULL	CIFR,HUT	CIFR is moving higher mostly on a sector sympathy rally, not company-specific news, after Hut 8 landed a second $9.8 billion AI data-center lease and IREN raised its AI/cloud revenue outlook. That reinforced the market’s
2026-07-30	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	31.5	NULL	5	0	NULL	CIFR,HUT	CIFR is moving higher mostly on a sector sympathy rally, not company-specific news, after Hut 8 landed a second $9.8 billion AI data-center lease and IREN raised its AI/cloud revenue outlook. That reinforced the market’s
2026-07-31	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	25.2	NULL	5	0	NULL	CIFR,HUT	CIFR is moving higher mostly on a sector sympathy rally, not company-specific news, after Hut 8 landed a second $9.8 billion AI data-center lease and IREN raised its AI/cloud revenue outlook. That reinforced the market’s
2026-08-03	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	72.5	84.9	5	0	NULL	CIFR,HUT	CIFR and HUT are moving higher this week on the back of Hut 8’s massive long-term AI data center lease deals at its Beacon Point Texas campus, which fully commercialize the 1 GW site and highlight Nvidia as the anchor te
2026-08-05	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	58.0	NULL	5	0	NULL	CIFR,HUT	CIFR and HUT are moving higher this week on the back of Hut 8’s massive long-term AI data center lease deals at its Beacon Point Texas campus, which fully commercialize the 1 GW site and highlight Nvidia as the anchor te
2026-08-06	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	46.4	NULL	5	0	NULL	CIFR,HUT	CIFR and HUT are moving higher this week on the back of Hut 8’s massive long-term AI data center lease deals at its Beacon Point Texas campus, which fully commercialize the 1 GW site and highlight Nvidia as the anchor te
(16 rows)
=== Q2 audit rows 08-03..08-07 naming the lineages or the five tickers ===
2026-08-04	Office REIT Recovery & Re-Rating	live	Mainstream	72.6	HIW,CDP,BXP,SLG	NULL
2026-08-04	U.S. Domestic Steel Producers	live	Accelerating	72.2	STLD,NUE	NULL
2026-08-04	Consumer Fintech & Digital Credit Platforms	live	Accelerating	71.8	DAVE,SEZL	NULL
2026-08-04	Department Store Retail Recovery	live	Mainstream	71.7	KSS,DDS	NULL
2026-08-04	Aerospace Precision Components & Supply Chain	shadow_promoted	Nascent	71.3	DPC,BA,HONA	NULL
2026-08-04	Franchise Auto Dealership Groups	live	Mainstream	70.7	PAG,SAH,ABG	NULL
2026-08-04	Life Insurance & Annuity Providers	live	Mainstream	70.6	MET,UNM,PRU	NULL
2026-08-04	U.S. Government/Defense Contract Surge	shadow_promoted	Nascent	70.5	PLTR,TSAT,VOYG,AMRC	NULL
2026-08-04	U.S. Government/Defense Spending Surge	shadow_promoted	Nascent	70.5	PLTR,TSAT,VOYG,AMRC	NULL
2026-08-04	Technology Intellectual Property Licensing	live	Nascent	70.3	DLB,IDCC	NULL
2026-08-04	Private Mortgage Insurance	live	Mainstream	70.0	RDN,ESNT,MTG,NMIH	NULL
2026-08-04	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	69.8	FELE,IEX,DCI,IR	NULL
2026-08-04	Enterprise Server, Storage & Data Infrastructure Hardware	live	Mainstream	69.6	HPE,NTAP,STX,DELL	NULL
2026-08-04	Network Security & Zero-Trust Edge	live	Mainstream	68.9	CRWD,OKTA,NET,FTNT,VRNS,CVLT,PANW,RBRK	NULL
2026-08-04	Defense ISR & Unmanned Systems Intelligence	live	Nascent	68.7	HAWK,AVEX	NULL
2026-08-04	Life Science Tools & Analytical Instruments	live	Mainstream	68.0	MTD,WAT,TMO	NULL
2026-08-04	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	64.9	MTB,CFG,WSFS,SSB,WAL,FHN,HBAN,ZION,HWC,TFC,WTFC,USB,UMBF,FITB,BOKF,PNC,EWBC,RF,KEY	NULL
2026-08-04	Cyber Exposure Management & Vulnerability Assessment	live	Fading	64.7	QLYS,RPD,TENB	NULL
2026-08-04	Quantum Computing Hardware & Software	live	Nascent	63.8	RGTI,QUBT,INFQ,XNDU,QBTS	NULL
2026-08-04	Global Crude & Product Tanker Fleet Operators	live	Mainstream	63.4	FRO,TNK,INSW,TRMD,DHT,NAT	NULL
2026-08-04	AI GPU Compute Infrastructure & Cloud Services	shadow_promoted	Nascent	63.2	APLD,CBRS,CRWV	NULL
2026-08-04	Alphabet (Google) Platform Re-Rating	live	Nascent	62.2	GOOGL,GOOGM,GOOG,GOOGN	NULL
2026-08-04	AI Data Center Infrastructure Buildout	shadow_promoted	Retired	54.3	BTDR,AMRC,BLZE	Cloud Data Storage & Analytics Infrastructure
2026-08-04	Dermatology & Atopic Immunology Biologics	live	Fading	48.8	APGE,FBRX	NULL
2026-08-04	Hotel REIT Recovery & Re-Rating	live	Fading	47.2	RLJ,XHR	NULL
2026-08-04	Industrial Construction Execution & On-Site Supply Chain	live	Fading	46.1	TPC,DNOW	NULL
2026-08-04	Smart Utility Metering & Water Infrastructure Hardware	live	Fading	41.2	ITRI,MWA	NULL
2026-08-04	Canadian Big Banks	live	Fading	40.6	RY,BMO,TD,BNS,CM	NULL
2026-08-04	Copper Mining & Production	live	Fading	38.0	FCX,SCCO,HBM	NULL
2026-08-04	Uniform Rental & Managed Workwear Services	live	Fading	37.1	CTAS,VSTS	NULL
2026-08-04	Cloud Observability & AIOps Monitoring Platforms	live	Fading	36.8	PD,DDOG	NULL
2026-08-04	Clinical-Stage Oncology Biotech	live	Fading	36.6	ELVN,TGTX	NULL
2026-08-04	Junior Precious Metals Miners Rotation	live	Fading	34.1	PPTA,FSM	NULL
2026-08-04	Insurance Brokerage & Distribution Services	live	Fading	34.0	BRO,AJG,AON	NULL
2026-08-04	Small Modular & Advanced Nuclear Reactor Development	live	Fading	33.7	NNE,SMR	NULL
2026-08-04	Gold & Precious Metals Miners Rotation	live	Fading	33.6	EGO,CGAU	NULL
2026-08-04	Senior & Long-Term Care Healthcare REITs	live	Fading	33.1	VTR,OHI	NULL
2026-08-04	Truckload & LTL Freight Carriers	live	Fading	32.9	ARCB,SNDR	NULL
2026-08-04	Open-Air & Strip Mall Retail REITs	live	Fading	31.7	KIM,FRT,PECO,REG,BRX,SKT	NULL
2026-08-04	IT Distribution & Technology Services Providers	live	Fading	31.1	EFOR,INGM	NULL
2026-08-04	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	30.1	EVER,MAX	NULL
2026-08-04	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	29.7	LW,CAG	NULL
2026-08-04	Precious Metals Royalty & Streaming Companies	live	Fading	29.5	FNV,RGLD	NULL
2026-08-04	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	28.9	HAS,MAT	NULL
2026-08-04	AI-Augmented Business Process Outsourcing & IT Services	live	Fading	28.8	G,EXLS	NULL
2026-08-04	Global Steel & Metal Producers Recovery	live	Fading	28.8	MT,TX	NULL
2026-08-04	Smart Home Security & Comfort Systems	live	Fading	28.8	ALRM,REZI	NULL
2026-08-04	For-Profit & Vocational Post-Secondary Education Operators	live	Fading	24.3	LAUR,STRA	NULL
2026-08-04	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	24.2	KVYO,HUBS	NULL
2026-08-04	Financial Compliance & Regulatory Reporting SaaS	live	Fading	24.2	DFIN,WK	NULL
2026-08-04	Net Lease Single-Tenant REIT Recovery	live	Fading	24.0	NNN,O,WPC	NULL
2026-08-04	Regulated Water Utility Infrastructure	live	Fading	24.0	AWK,AWR,CWT,WTRG	NULL
2026-08-04	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	23.9	BLLN,QGEN	NULL
2026-08-04	Cruise Line & Ocean Travel Recovery	live	Fading	23.3	RCL,NCLH	NULL
2026-08-04	Specialty Insurance Underwriting & Brokerage	live	Fading	23.2	PLMR,RYAN	NULL
2026-08-04	Tax Preparation & Consumer Financial Software Platforms	live	Fading	23.0	HRB,INTU	NULL
2026-08-04	For-Profit & Vocational Education Operators	shadow_promoted	Nascent	18.0	LINC,LOPE,PRDO,UTI,CVSA	NULL
2026-08-04	Senior & Mid-Tier Gold & Silver Miners	shadow_promoted	Nascent	16.7	NEM,AEM,KGC,AU,GFI,HMY,AGI,SBSW,SSRM,PAAS,HL,CDE,IAG,EQX,OR,AG,EXK,SVM	NULL
2026-08-04	Branded Packaged Food & Consumer Staples Producers	live	Fading	15.4	CPB,KHC	NULL
2026-08-04	U.S. Multifamily & Residential Apartment REITs	live	Fading	15.4	AVB,CPT,EQR,MAA,UDR	NULL
2026-08-04	Vacation Ownership & Timeshare Resort Recovery	live	Fading	12.3	TNL,VAC	NULL
2026-08-04	Domestic Steel Producers	live	Retired	0.0		U.S. Domestic Steel Producers
2026-08-04	Industrial & Logistics REITs	live	Retired	0.0		NULL
2026-08-04	U.S. Apparel & Lifestyle Brand Recovery	live	Retired	0.0		NULL
2026-08-05	Mobile App Platform & Advertising Monetization	live	Nascent	79.8	BSP,APPS	NULL
2026-08-05	Digital Insurance Distribution & InsurTech Platforms	live	Nascent	79.7	LIFE,GSHD	NULL
2026-08-05	Casual Dining & Full-Service Restaurant Chain Recovery	live	Mainstream	79.4	EAT,CAKE	NULL
2026-08-05	Cloud Data Storage & Analytics Infrastructure	live	Accelerating	79.3	SNOW,BLZE	NULL
2026-08-05	Family Dining & Quick-Service Restaurant Chain Recovery	live	Nascent	79.1	JACK,CBRL	NULL
2026-08-05	Cloud Contact Center & CCaaS Communication Platforms	live	Nascent	78.8	RNG,FIVN	NULL
2026-08-05	Traditional Staffing & Talent Placement Services	live	Mainstream	78.7	RHI,MAN	NULL
2026-08-05	Commercial, Office & Home Furniture Retailers and Manufacturers	live	Nascent	78.6	MLKN,BOBS,HNI	NULL
2026-08-05	Industrial Lifting, Material Handling & Equipment Rental	live	Nascent	78.5	SUNB,CMCO,HRI	NULL
2026-08-05	Cinema Exhibition & Premium Large-Format Recovery	live	Nascent	77.7	CNK,IMAX	NULL
2026-08-05	Cloud Supply Chain & Warehouse Management Software	live	Mainstream	77.3	MANH,SPSC	NULL
2026-08-05	Enterprise HR & Workforce Management SaaS	live	Mainstream	77.0	WDAY,ALIT,PCTY	NULL
2026-08-05	Inflammatory Disease & Immunology Biologics	live	Nascent	76.3	ORKA,SYRE	NULL
2026-08-05	Electrical Infrastructure Products & Systems Installation	live	Nascent	76.0	IESC,ATKR	NULL
2026-08-05	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	75.9	CORT,XERS,PTGX,MBX	NULL
2026-08-05	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	live	Nascent	75.8	KNSA,OMER	NULL
2026-08-05	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	75.7	WEX,BILL	NULL
2026-08-05	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Mainstream	75.6	AMPL,AVPT,INTA	NULL
2026-08-05	U.S. Passenger Airlines	live	Accelerating	75.4	DAL,UAL,ALGT,SKYW,ALK,LUV	NULL
2026-08-05	Electrical Connectivity & Utility Network Hardware	live	Nascent	75.1	BDC,PLPC	NULL
2026-08-05	SMB & Workforce Business Services Platforms	live	Mainstream	75.1	NSP,LZ	NULL
2026-08-05	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	75.0	PAY,ACIW	NULL
2026-08-05	Industrial HVAC, Plumbing & Fabricated Copper Products	live	Nascent	74.0	MLI,CSW	NULL
2026-08-05	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	73.8	INSP,TNDM,XRAY,CNMD	NULL
2026-08-05	Cloud Observability & AIOps Monitoring Platforms	live	Mainstream	73.5	PD,DDOG	NULL
2026-08-05	Containerboard & Corrugated Packaging Producers	live	Mainstream	73.2	PKG,SW,IP	NULL
2026-08-05	Enterprise Server, Storage & Data Infrastructure Hardware	live	Mainstream	73.1	HPE,NTAP,STX,DELL	NULL
2026-08-05	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Accelerating	73.0	UHS,THC	NULL
2026-08-05	Wealth Management & Retail Brokerage Platforms	live	Mainstream	72.9	RJF,LPLA,AMP,SCHW,SEIC,SF	NULL
2026-08-05	Defense Electronics & Aerospace Subsystem Suppliers	live	Nascent	72.8	AADX,DFNS,ARXS,MRCY	NULL
2026-08-05	European Bank Stocks	live	Mainstream	72.5	LYG,BBVA,SAN,BCS,NWG,ING	NULL
2026-08-05	Private Equity & Alternative Asset Management Platforms	live	Nascent	72.4	HLNE,ARES	NULL
2026-08-05	Global Steel & Metal Producers Recovery	live	Fading	72.2	MT,TX	NULL
2026-08-05	Aerospace Precision Components & Supply Chain	live	Nascent	72.0	BA,DPC	NULL
2026-08-05	Digital Payments Processing & Merchant Acquiring Networks	live	Mainstream	71.8	FOUR,PYPL	NULL
2026-08-05	Commercial Real Estate Brokerage & Advisory Services	live	Mainstream	71.6	JLL,NMRK,CBRE	NULL
2026-08-05	U.S. Domestic Steel Producers	live	Accelerating	71.5	STLD,NUE	NULL
2026-08-05	China Consumer Internet & Digital Marketplace Platforms	live	Nascent	71.4	ATHM,BZ	NULL
2026-08-05	Building Envelope, Ceilings & Interior Construction Products	live	Nascent	71.2	AWI,CSL	NULL
2026-08-05	Cyber Exposure Management & Vulnerability Assessment	live	Mainstream	71.2	RPD,QLYS,TENB	NULL
2026-08-05	Specialty Insurance Underwriting & Brokerage	live	Fading	70.7	PLMR,RYAN	NULL
2026-08-05	Technology Intellectual Property Licensing	live	Nascent	70.5	IDCC,DLB	NULL
2026-08-05	Private Mortgage Insurance	live	Mainstream	69.9	ESNT,NMIH,MTG,RDN	NULL
2026-08-05	Life Science Tools & Analytical Instruments	live	Mainstream	69.5	TMO,MTD,WAT	NULL
2026-08-05	Office REIT Recovery & Re-Rating	live	Mainstream	69.4	CDP,BXP,HIW,SLG	NULL
2026-08-05	Network Security & Zero-Trust Edge	live	Mainstream	69.1	CRWD,NET,PANW,OKTA,VRNS,CVLT,RBRK,FTNT	NULL
2026-08-05	Property & Casualty Insurance Underwriters	live	Mainstream	69.1	THG,TRV,SKWD,ORI,HIG,HCI,ACGL,ALL,AFG,WRB,CINF,CB	NULL
2026-08-05	Industrial Process Equipment, Automation & Flow Control	live	Nascent	69.0	EMR,FLS,LECO	NULL
2026-08-05	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	68.8	DCI,FELE,IR,IEX	NULL
2026-08-05	Insurance Brokerage & Distribution Services	live	Fading	65.3	AON,AJG,BRO	NULL
2026-08-05	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	64.4	PARR,PBF,PSX,MPC,DINO,VLO	NULL
2026-08-05	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	63.6	KEY,MTB,RF,EWBC,CFG,WSFS,HBAN,FITB,ZION,HWC,FHN,SSB,USB,PNC,BOKF,UMBF,TFC,WTFC,WAL	NULL
2026-08-05	Quantum Computing Hardware & Software	live	Nascent	62.9	QBTS,RGTI,XNDU,QUBT,INFQ	NULL
2026-08-05	Copper Mining & Production	live	Fading	61.8	FCX,SCCO,HBM	NULL
2026-08-05	Professional Advisory & Business Services	live	Fading	60.5	CRAI,CBZ	NULL
2026-08-05	U.S. Apparel & Fashion Recovery	live	Fading	59.0	CROX,RVLV	NULL
2026-08-05	Government & Defense IT Services Providers	live	Fading	58.6	INGM,LDOS,EFOR	NULL
2026-08-05	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	58.0	CIFR,HUT	NULL
2026-08-05	Consumer Fintech & Digital Credit Platforms	live	Fading	57.4	DAVE,SEZL	NULL
2026-08-05	Department Store Retail Recovery	live	Fading	57.4	KSS,DDS	NULL
2026-08-05	Franchise Auto Dealership Groups	live	Fading	56.6	PAG,SAH,ABG	NULL
2026-08-05	Life Insurance & Annuity Providers	live	Fading	56.5	MET,UNM,PRU	NULL
2026-08-05	Defense ISR & Unmanned Systems Intelligence	live	Fading	55.0	HAWK,AVEX	NULL
2026-08-05	Precious Metals Miners Rotation	live	Nascent	52.5	SBSW,HYMC,AUGO,NEM,AEM,KGC,AU,GFI,HMY,AGI,SSRM,PAAS,HL,CDE,IAG,EQX,AG,EXK,SVM	NULL
2026-08-05	Global Crude & Product Tanker Fleet Operators	live	Fading	50.7	FRO,TNK,INSW,DHT,NAT	NULL
2026-08-05	AI GPU Compute Infrastructure & Cloud Services	live	Fading	50.6	APLD,CRWV	NULL
2026-08-05	Alphabet (Google) Platform Re-Rating	live	Fading	49.8	GOOGL,GOOG	NULL
2026-08-05	AI Data Center Infrastructure Buildout	shadow_promoted	Nascent	46.8	BTDR,AMRC,BLZE	NULL
2026-08-05	Dermatology & Atopic Immunology Biologics	live	Fading	39.0	APGE,FBRX	NULL
2026-08-05	Hotel REIT Recovery & Re-Rating	live	Fading	37.8	RLJ,XHR	NULL
2026-08-05	Industrial Construction Execution & On-Site Supply Chain	live	Fading	36.9	TPC,DNOW	NULL
2026-08-05	Smart Utility Metering & Water Infrastructure Hardware	live	Fading	33.0	ITRI,MWA	NULL
2026-08-05	Canadian Big Banks	live	Fading	32.5	RY,BMO,TD,BNS,CM	NULL
2026-08-05	Uniform Rental & Managed Workwear Services	live	Fading	29.7	CTAS,VSTS	NULL
2026-08-05	Clinical-Stage Oncology Biotech	live	Fading	29.3	ELVN,TGTX	NULL
2026-08-05	Junior Precious Metals Miners Rotation	live	Fading	27.3	PPTA,FSM	NULL
2026-08-05	Small Modular & Advanced Nuclear Reactor Development	live	Fading	27.0	NNE,SMR	NULL
2026-08-05	Gold & Precious Metals Miners Rotation	live	Fading	26.9	EGO,CGAU	NULL
2026-08-05	Senior & Long-Term Care Healthcare REITs	live	Fading	26.5	VTR,OHI	NULL
2026-08-05	Truckload & LTL Freight Carriers	live	Fading	26.3	ARCB,SNDR	NULL
2026-08-05	Open-Air & Strip Mall Retail REITs	live	Fading	25.4	KIM,FRT,PECO,REG,BRX,SKT	NULL
2026-08-05	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	24.1	EVER,MAX	NULL
2026-08-05	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	23.8	LW,CAG	NULL
2026-08-05	Precious Metals Royalty & Streaming Companies	live	Fading	23.6	FNV,RGLD	NULL
2026-08-05	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	23.1	HAS,MAT	NULL
2026-08-05	Smart Home Security & Comfort Systems	live	Fading	23.0	ALRM,REZI	NULL
2026-08-05	For-Profit & Vocational Post-Secondary Education Operators	live	Fading	19.5	LAUR,STRA	NULL
2026-08-05	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	19.3	KVYO,HUBS	NULL
2026-08-05	Financial Compliance & Regulatory Reporting SaaS	live	Fading	19.3	DFIN,WK	NULL
2026-08-05	Net Lease Single-Tenant REIT Recovery	live	Fading	19.2	NNN,O	NULL
2026-08-05	Regulated Water Utility Infrastructure	live	Fading	19.2	AWK,AWR,CWT,WTRG	NULL
2026-08-05	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	19.1	BLLN,QGEN	NULL
2026-08-05	Cruise Line & Ocean Travel Recovery	live	Fading	18.6	RCL,NCLH	NULL
2026-08-05	Tax Preparation & Consumer Financial Software Platforms	live	Fading	18.4	HRB,INTU	NULL
2026-08-05	For-Profit & Vocational Education Operators	live	Fading	14.4	LOPE,UTI,CVSA	NULL
2026-08-05	Branded Packaged Food & Consumer Staples Producers	live	Fading	12.3	CPB,KHC	NULL
2026-08-05	U.S. Multifamily & Residential Apartment REITs	live	Fading	12.3	AVB,CPT,EQR,MAA	NULL
2026-08-05	Vacation Ownership & Timeshare Resort Recovery	live	Fading	9.8	TNL,VAC	NULL
2026-08-05	AI-Augmented Business Process Outsourcing & IT Services	live	Retired	0.0		NULL
2026-08-05	Asset Management & Fund Administration Platform Ecosystem	live	Retired	0.0		NULL
2026-08-05	Industrial Equipment Rental & Material Handling	live	Retired	0.0		Industrial Lifting, Material Handling & Equipment Rental
2026-08-05	IT Distribution & Technology Services Providers	live	Retired	0.0		Government & Defense IT Services Providers
2026-08-05	Management Consulting & Research Advisory Services	live	Retired	0.0		NULL
2026-08-05	Senior & Mid-Tier Gold & Silver Miners	live	Retired	0.0		Precious Metals Miners Rotation
2026-08-05	U.S. Government/Defense Contract Surge	live	Retired	0.0		U.S. Government/Defense Spending Surge
2026-08-05	U.S. Government/Defense Spending Surge	live	Retired	0.0		NULL
(210 rows)
